行政區,路名,段、號及其他註明,經度,緯度,備註
中山區,中山北路,二段長春路口,121.522878,25.055052,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,中山北路,二段48號,121.522628,25.055871,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,中山北路,二段34號,121.522525,25.05423,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,中山北路,一段152號,121.522348,25.052077,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,中山北路,一段130號,121.522026,25.051228,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,南京東路,一段6號,121.523307,25.052102,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,長安東路,一段29號,121.524422,25.049273,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,林森北路,62號,121.524402,25.048917,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,林森北路,40號,121.524181,25.048144,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,林森北路,380號,121.525443,25.058193,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,中山北路,二段79號前,121.523002,25.058003,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,中山北路,二段111號前,121.523057,25.060237,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,中山北路,二段52號前,121.522645,25.056361,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,中山北路,一段114之1號前,121.521754,25.050539,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,中山北路,一段108號前,121.521349,25.049033,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,市民大道,捷運R1出口,121.519225,25.048688,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,530號,121.533175,25.066917,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民權東路,二段與松江路交叉口(西北側),121.533105,25.062616,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民權東路,二段107號前(西向公車道)1,121.533025,25.062512,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民權東路,二段、吉林路口公車站,121.531777,25.06264,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民權東路,二段21號前(西向公車道)1,121.529057,25.062652,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民權東路,二段21號前(西向公車道)2,121.529057,25.062652,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民權東路,二段17號,121.528925,25.062708,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民權東路,二段1號前,121.527993,25.06274,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民權東路,二段46號前(東向公車道)1,121.530214,25.062521,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,350號前,121.533088,25.061538,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,錦洲街(公車道北往南)1,121.53313,25.060379,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,民權東路二段(公車道南往北)1,121.533254,25.062338,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,民權東路二段(公車道南往北)2,121.533254,25.062338,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民權東路,二段建國北路口(東向西公車道)1,121.5367,25.06233,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民生東路,二段149號東側,121.535169,25.058021,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,錦洲街(公車道北往南)2,121.53313,25.060379,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民生東路,二段141號,121.533384,25.058036,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,220號前(中國信託),121.532971,25.058026,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民權東路,三段4號,121.538464,25.062227,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民權東路,三段與龍江路口(西向東公車道),121.540485,25.062331,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民權東路,三段與龍江路交叉口(西往東),121.540682,25.062323,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民權東路,三段與龍江路口(東向西公車道)(三),121.541004,25.062417,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民權東路,三段58號,121.542532,25.062188,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民權東路,三段與復興北路口(西向東公車道二),121.543931,25.062246,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,錦州街,臨306號,121.536768,25.060271,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民權東路,三段與復興北路口(西向東公車道一),121.543931,25.062246,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,錦州街,與建國北路口(西往東),121.537295,25.060323,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,錦州街,與建國北路口(東往西),121.537295,25.060323,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民生東路,三段67號,121.543203,25.057942,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民生東路,三段65巷口,121.54171,25.057965,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民生東路,三段與龍江路,121.540575,25.057957,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民生東路,三段15號,121.538103,25.058051,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,建國北路,二段125號迴轉道(西往東),121.537288,25.060204,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,建國北路,二段135號,121.537279,25.06053,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,建國北路,二段151號,121.537328,25.061785,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,建國北路,二段125號迴轉道(東往西),121.537288,25.060204,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民權東路,三段與龍江路口(東向西公車道)(三),121.541004,25.062417,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民權東路,三段(榮星公園一),121.540777,25.06251,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民權東路,三段(榮星公園二),121.540244,25.062502,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民權東路,三段(榮星公園三),121.539223,25.062514,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民權東路,三段(榮星公園四),121.538313,25.062514,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民權東路,三段與建國北路口(東向西公車道)(三),121.537356,25.062424,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,建國北路,三段口東側,121.537309,25.062638,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民權東路,二段與松江路口(東向西公車道)(三),121.533567,25.062522,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民權東路,二段145號(一) ,121.536393,25.062569,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民權東路,二段145號(二) ,121.535844,25.062577,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民權東路,二段145號(三),121.535569,25.062577,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民權東路,二段與松江路口(東向西公車道)(三),121.533404,25.062533,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,363號,121.533387,25.063699,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民權東路,二段與松江路口(東向西公車道)(一),121.533567,25.062522,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,39號,121.532723,25.047135,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,57號,121.533099,25.048113,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,51號(對面公車專用道上),121.532908,25.048595,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,51號(對面公車專用道上),121.532908,25.048595,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,67之2號,121.53304,25.049319,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,77巷口,121.533115,25.049927,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,87號,121.533139,25.050385,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,97巷口(對面公車專用道),121.533089,25.051678,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,97巷口(對面公車專用道),121.533089,25.051678,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,100巷口,121.532836,25.051117,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,54號前,121.532838,25.048592,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,54號(對面公車專用道上),121.532905,25.048589,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,54號(對面公車專用道上),121.532905,25.048589,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,一江街,13號,121.531514,25.051344,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,吉林路,14巷(吉林公園),121.528888,25.050545,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,建國北路,一段136號,121.536454,25.050887,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,長安東路,二段146號(中山女高人行道上)對面,121.537751,25.048431,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,長安東路,二段131之3號,121.536286,25.048433,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,長安東路,二段148號,121.537721,25.048317,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,南京東路,吉林路路口（對面公車專用道上）,121.529749,25.052011,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,南京東路,松江路路口 (對面公車專用道上),121.532628,25.052007,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,南京東路,二段178號,121.535036,25.051888,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,南京東路,建國北路口 (對面公車專用道上),121.536193,25.051988,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,南京東路,龍江路口 (對面公車專用道上),121.540071,25.051873,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,南京東路,復興北路口 (對面公車專用道上),121.543508,25.051827,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,南京東路,二段28號,121.529133,25.051961,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,南京東路,三段34號,121.537943,25.051857,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,長安東路,二段148號對面(中山女高人行道上),121.537751,25.048431,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民生東路,二段164巷(松江路口),121.533367,25.057806,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民生東路,二段170號,121.535028,25.057793,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民生東路,二段與建國北路口,121.536534,25.057751,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,156號對面(公車專用道候車亭),121.532969,25.055746,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,147號,121.533199,25.055327,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,209號,121.533245,25.05726,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,206號對面公車專用道,121.533115,25.057616,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,206號對面公車專用道,121.533113,25.05757,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,204巷口對面公車專用道,121.533115,25.057616,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,206號,121.533001,25.057828,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,182號,121.532696,25.056261,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,122號對面(公車專用道候車亭),121.532969,25.055746,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,158號,121.532946,25.05497,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,156號,121.533065,25.054604,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,長春路口公車專用道,121.533076,25.055168,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,長春路口公車專用道,121.533087,25.05491,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,建國北路,二段72號,121.536516,25.054907,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,建國北路,二段88號,121.536589,25.056331,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,一江街,長春路口,121.531635,25.054965,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,204巷對面(公車專用道候車亭),121.533141,25.057494,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,長春路,165之1號,121.534168,25.054872,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,長春路,188號對面,121.535293,25.054863,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,萬泰銀行長春路口,121.533229,25.054883,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,建國北路,二段與長春路口(建國橋下，西向東橋下),121.536787,25.054722,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,建國北路,二段與民生東路(建國橋下，西向東橋下),121.53691,25.0578,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,長春路,346號,121.541625,25.054604,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,建國北路,二段11巷口,121.537147,25.053744,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民生東路,三段8號前,121.538509,25.057733,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,124巷對面(公車專用道),121.532995,25.052451,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,124巷對面(公車專用道),121.532984,25.052305,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,長春路,復興北路口,121.543947,25.054646,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,長春路,復興北路口,121.543947,25.054646,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,南京東路,二段63號(公車專用)對面,121.530129,25.052147,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,南京東路,二段111號(公車專用)對面,121.533225,25.052055,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,南京東路,二段111號(公車專用)對面,121.533225,25.052055,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,南京東路,三段1號(公車專用)對面,121.537157,25.052036,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,南京東路,三段1號(公車專用)對面,121.537157,25.052036,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,南京東路,三段131號(公車專用)對面,121.540572,25.051952,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,南京東路,三段131號(公車專用)對面,121.540572,25.051952,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,南京東路,2段15號,121.528674,25.052186,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,南京東路,2段65號,121.530493,25.052212,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,南京東路,2段87號,121.531815,25.052193,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,南京東路,2段111對面(公車專用道),121.533499,25.052157,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,南京東路,3段29號,121.537726,25.052123,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,南京東路,3段217號,121.542911,25.051964,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民族東路,1號側(海霸王),121.523468,25.068513,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民族西路,(足球場側)東往西中山足球場公車站牌,121.520128,25.068553,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,玉門街,(足球場側)南往北1號圓山捷運站牌,121.520373,25.071541,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,玉門街,(足球場側)南往北1號圓山捷運站牌,121.520362,25.071494,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民權西路,民權西路55號前,121.52039,25.062999,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,中山北路,三段(圓山公園側)62號側,121.523127,25.070281,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,中山北路,三段圓山公園大門口,121.523377,25.070013,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,中山北路,三段與民族西路交叉口海霸王對面,121.522721,25.068534,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民權西路,(公車專用道)西往東1號對面,121.522232,25.062662,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民權西路,(公車專用道)西往東1號對面,121.522232,25.062662,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民生西路,與中山北路二段交叉口馬階醫院側,121.522667,25.057955,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民族東路,10號前,121.523872,25.068349,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,林森北路,477號前,121.525725,25.06084,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民權東路,一段1號公車道(東往西),121.522819,25.062872,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民權東路,一段1號公車道(東往西),121.522819,25.062872,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,中山北路,三段雙號(美術館公車站牌),121.523235,25.070137,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民權東路,中山國小捷運站3號出口,121.527327,25.062524,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民權東路,中山國小捷運站4號出口,121.526669,25.06279,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,中山北路,三段62號,121.523932,25.072711,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,中山北路,二段129號前,121.523006,25.061378,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,中山北路,三段51~3號前,121.522728,25.067348,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,中山北路,三段單號(美術館公車站牌),121.523945,25.072079,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,中山北路,三段單號(美術館公車站牌),121.523963,25.072193,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,中山北路,三段40號前,121.522393,25.067189,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,中山北路,二段112號前,121.522799,25.060771,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民權東路,一段69號公車道(東往西),121.525404,25.062609,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民權東路,一段65號公車道,121.525389,25.06261,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民權東路,一段69號公車道(東往西),121.525404,25.062609,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民權東路,一段65號公車道,121.525389,25.06261,嚴禁投入家用垃圾，違者重罰新台幣6000元
