行政區,路名,段、號及其他註明,經度,緯度,備註
南港區,南港路一段,32號前公車站(捷運南港展覽館站南港路),121.61781,25.055107,嚴禁投入家用垃圾，違者重罰新台幣6000元
南港區,南港路一段,32號前公車站(捷運南港展覽館站南港路),121.617434,25.05519,嚴禁投入家用垃圾，違者重罰新台幣6000元
南港區,經貿二路,展覽館大門前.右側,121.616971,25.055949,嚴禁投入家用垃圾，違者重罰新台幣6000元
南港區,經貿二路,展覽館大門前.左側,121.616971,25.056774,嚴禁投入家用垃圾，違者重罰新台幣6000元
南港區,經貿二路,88巷正對面,121.617056,25.057654,嚴禁投入家用垃圾，違者重罰新台幣6000元
南港區,南港路一段,77號對面公車站(南港展覽館站),121.615531,25.055331,嚴禁投入家用垃圾，違者重罰新台幣6000元
南港區,東明街,60號對面東新國小側門旁,121.603168,25.055263,嚴禁投入家用垃圾，違者重罰新台幣6000元
南港區,重陽路,49號公車站,121.596216,25.055502,嚴禁投入家用垃圾，違者重罰新台幣6000元
南港區,經貿二路,展覽館正門捷運軌道下1,121.617026,25.056011,嚴禁投入家用垃圾，違者重罰新台幣6000元
南港區,經貿二路,展覽館正門捷運軌道下2,121.617064,25.056473,嚴禁投入家用垃圾，違者重罰新台幣6000元
南港區,經貿二路,展覽館正門捷運軌道下3,121.617112,25.056964,嚴禁投入家用垃圾，違者重罰新台幣6000元
南港區,經貿二路,187巷口旁公車站(南港軟體園區站1號出口前),121.615622,25.060002,嚴禁投入家用垃圾，違者重罰新台幣6000元
南港區,忠孝東路七段,576號(公車站旁),121.613809,25.052796,嚴禁投入家用垃圾，違者重罰新台幣6000元
南港區,研究院路三段,1號前公車亭旁(凌雲五村對面),121.616942,25.036008,嚴禁投入家用垃圾，違者重罰新台幣6000元
南港區,研究院路一段,114號(富南宮旁),121.615769,25.051606,嚴禁投入家用垃圾，違者重罰新台幣6000元
南港區,研究院路一段,119號(公車亭旁),121.615828,25.051385,嚴禁投入家用垃圾，違者重罰新台幣6000元
南港區,研究院路二段,37巷口(公車亭旁),121.615482,25.04538,嚴禁投入家用垃圾，違者重罰新台幣6000元
南港區,研究院路二段,59號(中研院大門對面),121.616236,25.04399,嚴禁投入家用垃圾，違者重罰新台幣6000元
南港區,研究院路二段,61巷4弄(郵局對面),121.61682,25.042752,嚴禁投入家用垃圾，違者重罰新台幣6000元
南港區,研究院路二段,108號郵局旁,121.616395,25.04338,嚴禁投入家用垃圾，違者重罰新台幣6000元
南港區,研究院路三段,223號(公車總站對面),121.611089,25.033527,嚴禁投入家用垃圾，違者重罰新台幣6000元
南港區,舊莊街一段,215巷口對面,121.622829,25.038309,嚴禁投入家用垃圾，違者重罰新台幣6000元
南港區,南港路一段,捷運展覽館站6號出口(公車亭旁),121.618343,25.054942,嚴禁投入家用垃圾，違者重罰新台幣6000元
南港區,忠孝東路七段,與興中路交叉口旁公車站(捷運南港站),121.608202,25.052334,嚴禁投入家用垃圾，違者重罰新台幣6000元
南港區,忠孝東路七段,捷運南港站2號出口前,121.60771,25.052153,嚴禁投入家用垃圾，違者重罰新台幣6000元
南港區,研究院路三段,130號對面人行道(軍人公墓左側),121.611239,25.034406,嚴禁投入家用垃圾，違者重罰新台幣6000元
南港區,研究院路三段,68巷口(公車站旁),121.614481,25.034636,嚴禁投入家用垃圾，違者重罰新台幣6000元
南港區,研究院路一段,128號(公車站旁),121.61569,25.049632,嚴禁投入家用垃圾，違者重罰新台幣6000元
南港區,研究院路二段,3巷口(四分河濱公園對面公車站),121.615912,25.047945,嚴禁投入家用垃圾，違者重罰新台幣6000元
南港區,研究院路三段,2巷口(公車站)旁,121.616903,25.036366,嚴禁投入家用垃圾，違者重罰新台幣6000元
南港區,研究院路三段,50號(公車站)旁,121.614787,25.03469,嚴禁投入家用垃圾，違者重罰新台幣6000元
南港區,研究院路三段,130號對面人行道(軍人公墓右側),121.611353,25.034428,嚴禁投入家用垃圾，違者重罰新台幣6000元
南港區,研究院路三段,175號左前方(人行道),121.612461,25.033563,嚴禁投入家用垃圾，違者重罰新台幣6000元
